Duration_minutes,stops_num,Dep_Hour,Arrival_Hour,Journey_Day,Journey_Month,Price,Price_capped,log_Price,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Trujet,Airline_Vistara,Airline_Vistara Premium economy,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Destination_New Delhi
800,2.0,5,19,21,5,10861,10861,9.29302573859479,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
135,0.0,13,15,12,3,6297,6297,8.74798740166097,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
85,0.0,7,8,1,6,5678,5678,8.644530439877432,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1590,1.0,5,8,9,3,9134,9134,9.119868468812108,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
440,1.0,11,19,24,6,10791,10791,9.286560397887591,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
810,2.0,23,12,24,6,12819,12819,9.458761730474661,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
300,1.0,5,10,21,3,6893,6893,8.83840674707681,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
165,0.0,9,12,9,3,7240,7240,8.88751459738882,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
170,0.0,11,14,3,4,3898,3898,8.268475388982598,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
90,0.0,6,7,3,4,4049,4049,8.306472160100585,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1145,1.0,17,12,15,6,10262,10262,9.236300473645715,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
135,0.0,8,10,21,3,3332,3332,8.11162807830774,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
890,1.0,21,12,9,6,10844,10844,9.291459423260974,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
160,0.0,19,22,24,3,7229,7229,8.88599431515281,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1330,1.0,6,4,6,5,13941,13941,9.542661146046344,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
575,1.0,11,21,27,6,5894,5894,8.68185981297147,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
600,1.0,9,19,18,5,10197,10197,9.2299469016151,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1280,1.0,14,11,6,3,13712,13712,9.526099566999854,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
325,1.0,2,7,24,6,5636,5636,8.637107288081575,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1125,2.0,9,4,6,6,13014,13014,9.473857817428666,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
740,1.0,8,20,1,4,7064,7064,8.862908295118627,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1080,1.0,20,14,24,5,10703,10703,9.27837278236801,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
555,1.0,13,22,27,5,9646,9646,9.174402265170553,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
665,1.0,2,13,6,3,17057,17057,9.744374580879056,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1050,1.0,16,10,12,3,13817,13817,9.53372736904874,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
800,2.0,5,19,6,3,13748,13748,9.528721373177234,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
155,0.0,20,23,21,4,4880,4880,8.493105395887147,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
145,0.0,5,7,21,6,3540,3540,8.172164452111904,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
160,0.0,5,8,15,5,3257,3257,8.08886878916199,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
180,0.0,19,22,3,6,6478,6478,8.776321456449958,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
85,0.0,7,8,18,6,8040,8040,8.99230873254815,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
995,2.0,20,12,12,6,14300,14300,9.568084743872936,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
740,1.0,8,20,15,5,14781,14781,9.601165503344832,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
735,1.0,20,8,9,6,14939,14939,9.611797458686809,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
450,1.0,20,4,24,6,10262,10262,9.236300473645715,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1440,1.0,14,14,12,5,6528,6528,8.784009071186633,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
165,0.0,6,8,1,5,6121,6121,8.719644119505357,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
535,2.0,19,4,18,5,13029,13029,9.47500967011889,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
430,1.0,11,18,27,3,11421,11421,9.343296599224809,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
870,1.0,4,19,27,3,7574,7574,8.93260863037757,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1820,2.0,12,19,9,5,11596,11596,9.358501722956703,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1195,2.0,23,19,24,5,15129,15129,9.624434806782402,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
900,1.0,14,5,18,3,13555,13555,9.514584532726943,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
175,0.0,18,21,12,4,5780,5780,8.662331957082475,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
765,1.0,20,9,12,5,9397,9397,9.14825217966276,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
610,1.0,18,4,6,3,17024,17024,9.742438131017714,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
355,1.0,7,12,27,6,5281,5281,8.572060092857077,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
925,1.0,7,22,18,5,10348,10348,9.244645175668174,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
965,1.0,17,9,6,3,12677,12677,9.447623486844112,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
610,1.0,15,1,3,3,15147,15147,9.625623789021686,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
160,0.0,7,9,12,6,4668,4668,8.448700194970938,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
715,1.0,7,19,9,5,15554,15554,9.652137409331738,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
160,0.0,5,8,9,4,3971,3971,8.287025025165063,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
85,0.0,15,16,3,5,3100,3100,8.03947991910045,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
845,1.0,20,10,6,5,9663,9663,9.176162920174596,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1215,1.0,23,19,1,3,27430,23017,10.044031797528437,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
145,0.0,5,7,12,5,3540,3540,8.172164452111904,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1390,2.0,12,11,21,5,10676,10676,9.275847174178303,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1090,1.0,14,8,12,6,13044,13044,9.47616019757083,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
960,1.0,20,12,6,5,14388,14388,9.574219304763417,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
170,0.0,4,6,24,6,3943,3943,8.279950715722526,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
140,0.0,14,17,3,6,3597,3597,8.188133414510478,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
480,1.0,11,19,21,3,5932,5932,8.688285266258644,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1015,1.0,11,4,15,6,10262,10262,9.236300473645715,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
190,0.0,14,17,12,5,6216,6216,8.735042754269337,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
165,0.0,20,23,15,6,4804,4804,8.477412321404392,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
840,1.0,11,1,21,5,14067,14067,9.551657993593873,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1430,2.0,19,19,18,5,15129,15129,9.624434806782402,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1300,2.0,6,4,6,6,13376,13376,9.501292093295586,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1275,2.0,22,19,27,6,10441,10441,9.253591413970497,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
165,0.0,6,8,24,5,4030,4030,8.301769763117166,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
650,1.0,8,18,3,3,17024,17024,9.742438131017714,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
480,1.0,17,1,9,4,13017,13017,9.474088294132333,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
495,1.0,23,7,6,6,6686,6686,8.80792062205398,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
325,1.0,2,7,15,6,5636,5636,8.637107288081575,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
515,1.0,7,16,9,6,6442,6442,8.770749549138642,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
710,1.0,13,0,21,5,9486,9486,9.157677719392877,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1655,1.0,20,23,21,5,10844,10844,9.291459423260974,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
505,2.0,20,4,3,6,15318,15318,9.636849167012697,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1255,1.0,12,9,3,4,5117,5117,8.540519016719735,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
290,1.0,15,20,24,6,6147,6147,8.723882104658486,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
490,1.0,12,21,9,6,7005,7005,8.854522203757432,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
140,0.0,22,0,3,4,3873,3873,8.262042843966942,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1465,2.0,18,18,21,3,9270,9270,9.134646527606982,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
170,0.0,11,14,27,6,3898,3898,8.268475388982598,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
740,1.0,8,20,12,5,14781,14781,9.601165503344832,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
735,1.0,20,8,24,5,8586,8586,9.058004710672485,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1415,2.0,8,7,9,5,10697,10697,9.277812087091196,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
995,2.0,20,12,27,6,14300,14300,9.568084743872936,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
170,0.0,18,21,3,3,8855,8855,9.088850474388472,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1545,1.0,16,18,12,5,10844,10844,9.291459423260974,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1570,1.0,2,4,6,3,17024,17024,9.742438131017714,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1730,1.0,9,14,1,5,9314,9314,9.13938128303569,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
165,0.0,0,3,24,3,4777,4777,8.471777327885755,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1515,1.0,12,13,9,6,7662,7662,8.944158830970403,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
560,1.0,6,16,9,5,6442,6442,8.770749549138642,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
270,1.0,8,13,12,6,5264,5264,8.568836424568076,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
925,1.0,13,4,27,5,12898,12898,9.464905067965136,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
90,0.0,13,15,3,3,6092,6092,8.714895850248494,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
160,0.0,5,8,21,5,3311,3311,8.10530751550515,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
550,1.0,19,4,27,3,6540,6540,8.785845337961213,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
165,0.0,1,4,27,5,3419,3419,8.13739583005665,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1355,1.0,14,12,3,4,5177,5177,8.552174160311482,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
185,0.0,18,21,18,4,8246,8246,9.017604776833355,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
690,1.0,9,21,9,6,14676,14676,9.594036921611199,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
570,1.0,11,21,27,6,13587,13587,9.516942329280475,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
730,1.0,21,9,6,5,9663,9663,9.176162920174596,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1055,1.0,16,10,12,6,13044,13044,9.47616019757083,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
305,1.0,20,1,3,4,5073,5073,8.531884740159228,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1550,1.0,17,18,21,5,9345,9345,9.142703723260372,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
1200,1.0,14,10,6,5,9663,9663,9.176162920174596,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
780,1.0,8,21,21,5,14277,14277,9.566475170062406,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1105,1.0,10,4,1,6,10262,10262,9.236300473645715,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
90,0.0,19,21,27,3,5678,5678,8.644530439877432,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
570,1.0,16,1,15,5,13727,13727,9.527192821727743,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
960,1.0,20,12,6,5,9663,9663,9.176162920174596,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
140,0.0,14,17,12,5,3858,3858,8.258163361537619,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
270,1.0,8,13,24,6,4812,4812,8.47907586930311,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
345,1.0,21,3,27,6,5775,5775,8.661466680572662,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1450,1.0,9,9,6,6,10539,10539,9.262932822095353,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
155,0.0,15,18,3,6,4804,4804,8.477412321404392,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
165,0.0,11,13,12,6,3383,3383,8.126813720726114,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
295,1.0,12,17,3,3,8738,8738,9.075551045627543,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1535,1.0,5,6,27,3,7165,7165,8.8771028978649,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
380,1.0,16,22,24,6,6412,6412,8.766082459148864,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
185,0.0,18,22,27,6,8016,8016,8.989319566042951,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1120,1.0,20,15,12,3,11087,11087,9.313618721429684,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
135,0.0,9,12,27,6,3543,3543,8.173011311724972,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
730,1.0,16,4,12,6,12471,12471,9.431241410737613,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
